gameId,league,playoffs,date,10.01,t1_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t1_result,t2_playerid,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_position,t1p1_player,t1p1_champion,t1p1_dpm,t1p2_position,t1p2_player,t1p2_champion,t1p2_dpm,t1p3_position,t1p3_player,t1p3_champion,t1p3_dpm,t1p4_position,t1p4_player,t1p4_champion,t1p4_dpm,t1p5_position,t1p5_player,t1p5_champion,t1p5_dpm,t2p1_position,t2p1_player,t2p1_champion,t2p1_dpm,t2p2_position,t2p2_player,t2p2_champion,t2p2_dpm,t2p3_position,t2p3_player,t2p3_champion,t2p3_dpm,t2p4_position,t2p4_player,t2p4_champion,t2p4_dpm,t2p5_position,t2p5_player,t2p5_champion,t2p5_dpm
66538709,LPL,0,06/08/2020 11:02,10.13,Bilibili Gaming,Twisted Fate,Renekton,Nidalee,Kennen,Orianna,1,Royal Never Give Up,Zoe,Sett,Volibear,LeBlanc,Galio,sup,XinMo,Bard,1.022.024,bot,Wings,Caitlyn,6.099.531,mid,FoFo,Akali,3.419.494,jng,Meteor,Lillia,7.593.627,top,Kingen,Camille,4.090.347,sup,Ming,Nautilus,135.239,bot,GALA,Ashe,5.392.127,mid,Xiaohu,Syndra,6.363.261,jng,XLB,Jarvan IV,1.703.561,top,New,Ornn,2.338.425
66538714,LPL,0,06/08/2020 11:58,10.13,Bilibili Gaming,Renekton,Nidalee,Twisted Fate,LeBlanc,Syndra,1,Royal Never Give Up,Zoe,Lillia,Sett,Trundle,Camille,sup,XinMo,Bard,1.234.635,bot,Wings,Ezreal,6.278.821,mid,FoFo,Azir,7.100.581,jng,Meteor,Sylas,3.806.561,top,Kingen,Volibear,3.061.047,sup,Ming,Karma,2.437.126,bot,GALA,Ashe,3.762.458,mid,Xiaohu,Orianna,7.077.159,jng,XLB,Olaf,2.349.668,top,New,Gangplank,6.139.037
66548721,LPL,0,07/08/2020 9:16,10.13,Suning,Kalista,Nidalee,LeBlanc,Volibear,Lee Sin,0,Vici Gaming,Twisted Fate,Syndra,Graves,Bard,Jayce,sup,SwordArt,Tahm Kench,1.090.909,bot,huanfeng,Jhin,2.120.133,mid,Angel,Orianna,6.530.604,jng,SofM,Sett,1.860.543,top,Bin,Gangplank,7.564.112,sup,Maestro,Thresh,889.576,bot,iBoy,Ashe,3.818.753,mid,Zeka,Zoe,6.776.202,jng,Leyan,Lillia,5.017.896,top,Cube,Renekton,3.685.102
66548724,LPL,0,07/08/2020 10:13,10.13,Vici Gaming,Twisted Fate,Graves,Syndra,Lee Sin,Jayce,0,Suning,Kalista,Nidalee,Lillia,Thresh,Nautilus,sup,Maestro,Tahm Kench,1.804.103,bot,iBoy,Ashe,6.884.377,mid,Zeka,LeBlanc,5.170.542,jng,Leyan,Volibear,259.758,top,Cube,Renekton,4.355.287,sup,SwordArt,Lux,3.383.167,bot,huanfeng,Caitlyn,8.884.482,mid,Angel,Kassadin,655.96,jng,SofM,Olaf,4.180.747,top,Bin,Gangplank,6.941.504
66548727,LPL,0,07/08/2020 11:01,10.13,Vici Gaming,Twisted Fate,Kassadin,Graves,Jayce,Lee Sin,0,Suning,Kalista,Nidalee,Lillia,Thresh,Nautilus,sup,Maestro,Tahm Kench,1.466.978,bot,iBoy,Ashe,4.020.056,mid,Zeka,Zoe,5.599.813,jng,Leyan,Qiyana,4.440.672,top,Cube,Renekton,3.284.328,sup,SwordArt,Lux,2.476.959,bot,huanfeng,Caitlyn,4.107.369,mid,Angel,Syndra,6.434.049,jng,SofM,Volibear,3.716.698,top,Bin,Gangplank,6.654.571
66558730,LPL,0,07/08/2020 12:08,10.13,JD Gaming,Volibear,Bard,Azir,Leona,Karma,1,Oh My God,Nidalee,Graves,Sett,Rek'Sai,Lux,sup,LvMao,Thresh,1.574.656,bot,LokeN,Caitlyn,6.301.376,mid,Yagao,Twisted Fate,6.220.528,jng,Kanavi,Lillia,5.286.468,top,Zoom,Gnar,6.434.174,sup,Sora,Blitzcrank,1.936.239,bot,Eric,Ashe,4.583.257,mid,icon,Sylas,3.767.546,jng,H4cker,Lee Sin,1.934.518,top,Curse,Renekton,3.626.491
66558731,LPL,0,07/08/2020 12:56,10.13,Oh My God,Nidalee,Graves,Sett,Kindred,Karthus,0,JD Gaming,Volibear,Bard,Azir,Renekton,Fiora,sup,Sora,Thresh,985.182,bot,Smlz,Aphelios,4.729.991,mid,icon,Ornn,321.748,jng,H4cker,Trundle,1.394.055,top,Curse,Lucian,5.056.344,sup,LvMao,Morgana,2.530.435,bot,LokeN,Caitlyn,6.282.165,mid,Yagao,Galio,3.580.834,jng,Kanavi,Lillia,5.431.677,top,Zoom,Camille,411.748
66568734,LPL,0,08/08/2020 7:19,10.13,LNG Esports,Nidalee,Lillia,Cassiopeia,Renekton,Thresh,1,Dominus Esports,Volibear,Twisted Fate,Sett,Lux,Jayce,sup,Iwandy,Janna,2.219.428,bot,Light,Caitlyn,6.130.155,mid,Maple,Zoe,8.785.101,jng,Xx,Trundle,1.834.684,top,Flandre,Wukong,6.399.046,sup,Yui,Bard,2.023.838,bot,xubin,Ashe,3.076.877,mid,Twila,LeBlanc,2.185.459,jng,Xiaopeng,Lee Sin,1.330.513,top,Chelizi,Maokai,5.652.801
66568737,LPL,0,08/08/2020 8:08,10.13,Dominus Esports,Twisted Fate,Ashe,Sett,Quinn,Janna,0,LNG Esports,Nidalee,Lillia,Caitlyn,Karma,Bard,sup,Yui,Nautilus,112.1,bot,xubin,Ezreal,5.175.667,mid,Twila,Orianna,541.7,jng,Xiaopeng,Volibear,1.469.667,top,Chelizi,Renekton,294.5,sup,Iwandy,Thresh,1.400.667,bot,Light,Aphelios,4.673.333,mid,Maple,Zoe,7.965.333,jng,Xx,Trundle,1.564.667,top,Flandre,Jayce,609.6
66578740,LPL,0,08/08/2020 9:09,10.13,eStar,Syndra,Zoe,Volibear,Ezreal,Bard,0,EDward Gaming,Galio,Caitlyn,Sett,Ornn,Renekton,sup,ShiauC,Thresh,1.086.896,bot,Wink,Ashe,3.958.969,mid,Fenfen,Karma,4.656.606,jng,Wei,Olaf,3.768.206,top,Xiaobai,Mordekaiser,3.254.887,sup,Meiko,Nautilus,1.844.468,bot,Hope,Senna,4.507.411,mid,Scout,Twisted Fate,5.299.785,jng,Jiejie,Lee Sin,4.774.866,top,Xiaoxiang,Camille,5.233.727
66578743,LPL,0,08/08/2020 10:00,10.13,EDward Gaming,Galio,Caitlyn,Sett,Ezreal,Ornn,1,eStar,Syndra,Zoe,Twisted Fate,Bard,Braum,sup,Meiko,Nautilus,1.240.428,bot,Hope,Ashe,7.380.227,mid,Scout,Azir,7.486.776,jng,Jiejie,Volibear,2.364.861,top,Xiaoxiang,Renekton,3.814.987,sup,ShiauC,Leona,1.575.567,bot,Wink,Varus,450.529,mid,Fenfen,Kassadin,2.707.557,jng,Wei,Graves,7.317.506,top,Xiaobai,Karma,3.935.894
66588746,LPL,0,08/08/2020 10:59,10.13,Top Esports,Galio,Sett,Twisted Fate,Renekton,Olaf,1,Team WE,Syndra,Zoe,Azir,Trundle,Ornn,sup,yuyanjia,Lux,1.530.646,bot,JackeyLove,Caitlyn,10.039.762,mid,knight,Orianna,6.176.454,jng,Karsa,Jarvan IV,1.278.607,top,369,Jax,369.235,sup,Missing,Thresh,1.073.843,bot,Jiumeng,Ashe,4.167.018,mid,Teacherma,Karma,2.515.163,jng,beishang,Graves,3.498.855,top,Morgan,Volibear,2.113.605
66588748,LPL,0,08/08/2020 11:53,10.13,Team WE,Syndra,Zoe,Azir,Gangplank,Ornn,1,Top Esports,Galio,Sett,Twisted Fate,Lillia,Thresh,sup,Missing,Karma,2.055.492,bot,Jiumeng,Ashe,4.766.191,mid,Teacherma,Orianna,4.640.799,jng,beishang,Olaf,3.627.389,top,Morgan,Renekton,2.458.631,sup,yuyanjia,Lux,119.786,bot,JackeyLove,Caitlyn,171.184,mid,knight,Ekko,4.274.465,jng,Karsa,Volibear,1.872.753,top,369,Jayce,5.463.766
66588749,LPL,0,08/08/2020 12:32,10.13,Team WE,Syndra,Zoe,Azir,Trundle,Lee Sin,0,Top Esports,Galio,Sett,Twisted Fate,Karma,Nautilus,sup,Missing,Senna,2.673.877,bot,Jiumeng,Ashe,3.028.598,mid,Teacherma,Orianna,4.767.828,jng,beishang,Volibear,2.030.981,top,Morgan,Ornn,3.548.579,sup,yuyanjia,Lux,1.650.962,bot,JackeyLove,Caitlyn,8.174.519,mid,knight,Sylas,4.949.038,jng,Karsa,Olaf,1.684.235,top,369,Renekton,3.438.863
66598752,LPL,0,09/08/2020 7:16,10.13,Rogue Warriors,Syndra,LeBlanc,Zoe,Kennen,Wukong,0,Royal Never Give Up,Lillia,Sett,Nidalee,Elise,Karthus,sup,Ley,Tahm Kench,1.128.449,bot,ZWuJi,Senna,2.358.846,mid,Wuming,Jayce,3.613.562,jng,Haro,Ekko,2.129.696,top,Holder,Renekton,2.835.386,sup,Ming,Karma,2.984.567,bot,GALA,Ashe,4.316.913,mid,Xiaohu,Azir,5.478.566,jng,XLB,Graves,3.374.123,top,New,Volibear,5.501.949
66598753,LPL,0,09/08/2020 7:56,10.13,Rogue Warriors,Syndra,Karma,Graves,Azir,Olaf,0,Royal Never Give Up,Lillia,Sett,Nidalee,Kalista,Caitlyn,sup,Ley,Thresh,1.383.514,bot,ZWuJi,Varus,7.261.605,mid,Wuming,Twisted Fate,4.200.868,jng,Haro,Lee Sin,1.816.486,top,Holder,Volibear,4.619.089,sup,Ming,Morgana,3.067.679,bot,GALA,Ashe,8.484.599,mid,Xiaohu,Sylas,5.858.568,jng,XLB,Rek'Sai,1.727.115,top,New,Renekton,3.472.451
66618762,LPL,0,09/08/2020 11:15,10.13,Invictus Gaming,Renekton,Nidalee,Karma,LeBlanc,Zoe,1,Vici Gaming,Syndra,Kalista,Morgana,Twisted Fate,Kayle,sup,Southwind,Lux,1.554.459,bot,Puff,Caitlyn,7.126.376,mid,Rookie,Galio,3.322.581,jng,Ning,Camille,6.018.216,top,TheShy,Vladimir,6.241.366,sup,Maestro,Tahm Kench,1.083.491,bot,iBoy,Ashe,2.168.121,mid,Zeka,Zed,3.840.607,jng,Leyan,Lillia,4.020.114,top,Cube,Ornn,6.348.008
66618765,LPL,0,09/08/2020 11:59,10.13,Invictus Gaming,Renekton,Nidalee,Karma,Olaf,Ornn,0,Vici Gaming,Syndra,Kalista,Morgana,LeBlanc,Orianna,sup,Southwind,Lulu,595.107,bot,Puff,Ashe,2.666.876,mid,Rookie,Zed,4.192.472,jng,Ning,Sett,1.611.418,top,TheShy,Rumble,5.259.975,sup,Maestro,Lux,123.99,bot,iBoy,Caitlyn,5.383.814,mid,Zeka,Zoe,3.891.343,jng,Leyan,Graves,3.794.605,top,Cube,Jayce,6.226.976
66618766,LPL,0,09/08/2020 12:41,10.13,Invictus Gaming,Renekton,Nidalee,Karma,Ornn,Wukong,0,Vici Gaming,Syndra,Kalista,Morgana,LeBlanc,Orianna,sup,Southwind,Thresh,1.446.631,bot,Puff,Caitlyn,2.403.634,mid,Rookie,Twisted Fate,3.640.878,jng,Ning,Volibear,2.383.195,top,TheShy,Jayce,4.054.656,sup,Maestro,Lux,1.627.858,bot,iBoy,Ashe,5.221.499,mid,Zeka,Zoe,402.377,jng,Leyan,Graves,4.992.581,top,Cube,Kennen,308.539
66608768,LPL,0,09/08/2020 13:35,10.13,FunPlus Phoenix,Tahm Kench,Bard,Caitlyn,Lux,Nautilus,0,Suning,Blitzcrank,Senna,Ezreal,Lucian,Sett,sup,Crisp,Pyke,2.083.598,bot,Khan,Jayce,6.913.121,mid,Doinb,Karma,5.278.032,jng,Tian,Lillia,4.217.296,top,GimGoon,Renekton,2.886.978,sup,SwordArt,Leona,1.466.302,bot,huanfeng,Ashe,3.532.008,mid,Angel,Zoe,5.454.274,jng,SofM,Graves,4.192.843,top,Bin,Gangplank,4.961.928
66608769,LPL,0,09/08/2020 14:27,10.13,FunPlus Phoenix,Bard,Ashe,Caitlyn,Graves,Volibear,1,Suning,Blitzcrank,Senna,Ezreal,Lucian,Sett,sup,Crisp,Nautilus,1.588.566,bot,Khan,Renekton,4.327.021,mid,Doinb,Cassiopeia,5.158.017,jng,Tian,Lillia,6.690.576,top,GimGoon,Jayce,7.371.505,sup,SwordArt,Leona,1.676.195,bot,huanfeng,Aphelios,4.696.829,mid,Angel,Zoe,5.665.565,jng,SofM,Olaf,343.707,top,Bin,Gangplank,6.397.946
66608770,LPL,0,09/08/2020 15:31,10.13,Suning,Senna,Cassiopeia,Lillia,Karma,Mordekaiser,1,FunPlus Phoenix,Bard,Caitlyn,Ashe,Zoe,LeBlanc,sup,SwordArt,Nautilus,1.266.591,bot,huanfeng,Jhin,4.455.153,mid,Angel,Orianna,6.683.579,jng,SofM,Lee Sin,4.298.528,top,Bin,Renekton,6.250.736,sup,Crisp,Leona,1.333.182,bot,Khan,Jayce,7.809.173,mid,Doinb,Syndra,5.942.242,jng,Tian,Nidalee,4.120.498,top,GimGoon,Sett,3.421.291
66808803,LPL,1,13/08/2020 9:20,10.13,Victory Five,Galio,Twisted Fate,Caitlyn,Orianna,Gangplank,1,FunPlus Phoenix,Nidalee,Graves,Ashe,Olaf,Tahm Kench,sup,ppgod,Leona,87.871,bot,Samd,Senna,3.869.806,mid,Mole,Zoe,6.462.581,jng,Weiwei,Sett,2.935.355,top,Biubiu,Renekton,3.175.355,sup,Crisp,Nautilus,1.600.258,bot,Lwx,Kalista,3.627.097,mid,Doinb,Karma,4.373.419,jng,Tian,Lillia,3.520.645,top,GimGoon,Volibear,4.802.323
66808805,LPL,1,13/08/2020 10:07,10.13,Victory Five,Galio,Twisted Fate,Caitlyn,Gangplank,Volibear,1,FunPlus Phoenix,Nidalee,Graves,Zoe,Bard,Karma,sup,ppgod,Tahm Kench,1.411.207,bot,Samd,Ezreal,6.605.747,mid,Mole,Orianna,652.069,jng,Weiwei,Sett,2.719.253,top,Biubiu,Renekton,254.023,sup,Crisp,Nautilus,1.639.368,bot,Lwx,Senna,4.512.356,mid,Doinb,Azir,5.229.023,jng,Tian,Lillia,4.151.149,top,GimGoon,Gnar,412.5
66808806,LPL,1,13/08/2020 11:02,10.13,Victory Five,Galio,Twisted Fate,Caitlyn,Gangplank,Camille,0,FunPlus Phoenix,Nidalee,Graves,Renekton,Tahm Kench,Jayce,sup,ppgod,Thresh,1.005.585,bot,Samd,Ashe,4.258.065,mid,Mole,Zoe,4.350.794,jng,Weiwei,Sett,1.979.393,top,Biubiu,Mordekaiser,273.221,sup,Crisp,Nautilus,894.656,bot,Lwx,Kalista,203.168,mid,Doinb,Orianna,6.727.395,jng,Tian,Trundle,1.185.267,top,GimGoon,Jax,4.662.783
66808807,LPL,1,13/08/2020 11:54,10.13,FunPlus Phoenix,Nidalee,Graves,Zoe,Ornn,Jayce,0,Victory Five,Galio,Twisted Fate,Renekton,Orianna,Rumble,sup,Crisp,Nautilus,1.374.018,bot,Lwx,Kalista,3.257.402,mid,Doinb,Karma,5.848.036,jng,Tian,Sett,3.277.341,top,GimGoon,Gangplank,4.715.106,sup,ppgod,Lux,1.463.444,bot,Samd,Caitlyn,4.871.299,mid,Mole,Syndra,6.666.163,jng,Weiwei,Olaf,3.692.447,top,Biubiu,Lucian,8.137.764
66818819,LPL,1,14/08/2020 9:19,10.13,LGD Gaming,Galio,Sett,Caitlyn,Lux,Ornn,1,Team WE,Nidalee,Twisted Fate,Renekton,Thresh,Nautilus,sup,Killua,Tahm Kench,1.442.741,bot,Kramer,Ashe,3.934.721,mid,xiye,Zoe,604.203,jng,Peanut,Graves,3.262.843,top,Langx,Jayce,6.765.685,sup,Missing,Leona,941.726,bot,Jiumeng,Ezreal,6.190.051,mid,Teacherma,Karma,2.313.198,jng,beishang,Olaf,2.509.949,top,Morgan,Wukong,1.357.462
66818822,LPL,1,14/08/2020 10:11,10.13,LGD Gaming,Galio,Sett,Caitlyn,Karma,Orianna,1,Team WE,Nidalee,Twisted Fate,Zoe,Thresh,Ekko,sup,Killua,Tahm Kench,2.137.371,bot,Kramer,Ashe,5.984.229,mid,xiye,Sylas,7.718.743,jng,Peanut,Kindred,3.116.914,top,Langx,Ornn,5.737.029,sup,Missing,Braum,2.198.743,bot,Jiumeng,Ezreal,8.451.429,mid,Teacherma,Syndra,5.646.514,jng,beishang,Graves,3.096.686,top,Morgan,Renekton,2.165.829
66818823,LPL,1,14/08/2020 11:00,10.13,LGD Gaming,Galio,Sett,Caitlyn,Sylas,Karma,0,Team WE,Nidalee,Twisted Fate,Zoe,Tahm Kench,Thresh,sup,Killua,Lulu,2.054.015,bot,Kramer,Ashe,5.165.862,mid,xiye,Orianna,6.814.262,jng,Peanut,Kindred,3.808.871,top,Langx,Ornn,5.346.098,sup,Missing,Braum,1.662.886,bot,Jiumeng,Ezreal,7.894.329,mid,Teacherma,Azir,5.021.673,jng,beishang,Graves,3.530.264,top,Morgan,Renekton,4.454.351
66818825,LPL,1,14/08/2020 11:49,10.13,LGD Gaming,Galio,Caitlyn,Sett,Sylas,Karma,1,Team WE,Nidalee,Twisted Fate,Zoe,Thresh,Lee Sin,sup,Mark,Lux,250.797,bot,Kramer,Ashe,4.550.809,mid,xiye,Orianna,4.734.247,jng,Peanut,Kindred,4.680.448,top,Langx,Ornn,3.513.325,sup,Missing,Braum,835.741,bot,Jiumeng,Ezreal,4.174.595,mid,Teacherma,Azir,2.010.336,jng,beishang,Graves,2.208.717,top,Morgan,Renekton,1.491.034
66828833,LPL,1,15/08/2020 9:18,10.13,Suning,Sett,Nidalee,Renekton,Ornn,Tahm Kench,0,Victory Five,Caitlyn,Twisted Fate,Camille,Jax,Wukong,sup,SwordArt,Nautilus,982.706,bot,huanfeng,Ashe,4.453.306,mid,Angel,Zoe,4.648.627,jng,SofM,Lee Sin,2.002.645,top,Bin,Jayce,4.756.663,sup,ppgod,Bard,1.045.575,bot,Samd,Jhin,3.753.815,mid,Mole,Galio,2.239.776,jng,Weiwei,Graves,343.001,top,Biubiu,Lucian,5.634.385
66828834,LPL,1,15/08/2020 10:13,10.13,Suning,Sett,Nidalee,Graves,Ornn,Tahm Kench,1,Victory Five,Caitlyn,Twisted Fate,Lee Sin,Lillia,Jarvan IV,sup,SwordArt,Nautilus,1.269.945,bot,huanfeng,Ashe,5.001.878,mid,Angel,Syndra,6.865.856,jng,SofM,Olaf,3.970.939,top,Bin,Renekton,4.783.094,sup,ppgod,Leona,756.464,bot,Samd,Jhin,3.992.486,mid,Mole,Zoe,5.026.077,jng,Weiwei,Trundle,2.575.691,top,Biubiu,Gangplank,7.740.331
66828838,LPL,1,15/08/2020 11:04,10.13,Victory Five,Caitlyn,Camille,Ashe,Tahm Kench,Bard,0,Suning,Sett,Nidalee,Graves,Yuumi,Lillia,sup,ppgod,Lux,1.502.308,bot,Samd,Ezreal,1.126.875,mid,Mole,Orianna,4.028.077,jng,Weiwei,Trundle,1.623.462,top,Biubiu,Renekton,3.451.442,sup,SwordArt,Nautilus,1.862.308,bot,huanfeng,Jhin,9.059.135,mid,Angel,Zoe,8.003.077,jng,SofM,Olaf,4.490.769,top,Bin,Gangplank,6.766.154
66828839,LPL,1,15/08/2020 11:58,10.13,Suning,Sett,Nidalee,Graves,Ornn,Mordekaiser,1,Victory Five,Caitlyn,Twisted Fate,Tahm Kench,Lee Sin,Nautilus,sup,SwordArt,Morgana,1.767.556,bot,huanfeng,Jhin,2.868.889,mid,Angel,Syndra,6.526.667,jng,SofM,Jarvan IV,2.217.333,top,Bin,Renekton,2.051.556,sup,ppgod,Karma,1.527.111,bot,y4,Ashe,248.8,mid,Mole,Zoe,2.868.889,jng,Weiwei,Olaf,1.970.222,top,Biubiu,Jayce,2.822.222
66838851,LPL,1,16/08/2020 9:18,10.13,Invictus Gaming,Renekton,Graves,Ashe,Lee Sin,Jayce,0,LGD Gaming,Orianna,Sett,Caitlyn,Volibear,Lucian,sup,Baolan,Nautilus,1.292.527,bot,Puff,Kalista,2.281.386,mid,Rookie,Sylas,3.767.527,jng,Ning,Kindred,1.254.212,top,TheShy,Kennen,4.984.239,sup,Mark,Leona,805.435,bot,Kramer,Ezreal,6.503.804,mid,xiye,Twisted Fate,3.713.315,jng,Peanut,Nidalee,3.952.989,top,Langx,Camille,3.157.337
66838852,LPL,1,16/08/2020 10:00,10.13,Invictus Gaming,Renekton,Graves,Ashe,Camille,Ornn,0,LGD Gaming,Orianna,Sett,Caitlyn,Nautilus,Jhin,sup,Baolan,Taric,496.581,bot,Puff,Kalista,3.085.415,mid,Rookie,Azir,402.582,jng,Ning,Lee Sin,1.486.392,top,TheShy,Lucian,4.014.934,sup,Mark,Leona,1.122.121,bot,Kramer,Ezreal,5.646.615,mid,xiye,Twisted Fate,2.289.881,jng,Peanut,Nidalee,2.765.527,top,Langx,Wukong,2.285.694
66838854,LPL,1,16/08/2020 10:42,10.13,LGD Gaming,Orianna,Sett,Caitlyn,Lucian,Nautilus,1,Invictus Gaming,Twisted Fate,Nidalee,Ashe,Renekton,Karma,sup,Mark,Lux,3.639.494,bot,Kramer,Ezreal,8.698.861,mid,xiye,Zoe,4.094.051,jng,Peanut,Graves,4.327.595,top,Langx,Ornn,2.508.608,sup,Baolan,Bard,1.655.316,bot,Puff,Jhin,3.317.848,mid,Rookie,Syndra,5.134.557,jng,Ning,Kindred,204.038,top,TheShy,Kayle,4.913.165
1392104,MSC,0,28/05/2020 4:36,10.13,FunPlus Phoenix,Sett,Trundle,Ornn,Taric,Thresh,0,T1,Elise,Graves,Varus,Irelia,Wukong,sup,Crisp,Nautilus,1.494.624,bot,Lwx,Aphelios,3.651.971,mid,Doinb,Karma,4.753.763,jng,Tian,Kindred,242.724,top,Khan,Vladimir,435.233,sup,Effort,Gragas,291.362,bot,Teddy,Kalista,3.478.136,mid,Faker,Corki,5.011.828,jng,Cuzz,Olaf,2.108.602,top,Canna,Jayce,5.277.419
1392215,MSC,0,28/05/2020 7:52,10.13,Top Esports,Sett,Jayce,Zoe,Ezreal,Pantheon,1,DAMWON Gaming,Renekton,Irelia,Syndra,Corki,Wukong,sup,yuyanjia,Yuumi,2.704.843,bot,JackeyLove,Varus,9.356.695,mid,knight,LeBlanc,7.611.966,jng,Karsa,Olaf,2.725.926,top,369,Ornn,3.716.809,sup,BeryL,Karma,1.953.561,bot,Ghost,Kalista,3.639.316,mid,ShowMaker,Sylas,5.417.379,jng,Canyon,Nidalee,3.813.105,top,Nuguri,Aatrox,4.895.442
1392233,MSC,0,28/05/2020 8:55,10.13,T1,Nidalee,Sett,Syndra,Jayce,Trundle,0,DAMWON Gaming,Varus,LeBlanc,Kalista,Ornn,Azir,sup,Effort,Gragas,1.507.725,bot,Teddy,Yasuo,3.493.968,mid,Faker,Twisted Fate,4.251.429,jng,Cuzz,Graves,2.251.429,top,Canna,Aatrox,2.768.466,sup,BeryL,Karma,97.545,bot,Ghost,Ezreal,5.177.143,mid,ShowMaker,Zoe,5.428.571,jng,Canyon,Lee Sin,2.286.984,top,Nuguri,Kennen,6.240.423
1392251,MSC,0,28/05/2020 10:12,10.13,Top Esports,Karma,Nidalee,Graves,Nautilus,Maokai,0,FunPlus Phoenix,Varus,Aphelios,Trundle,Ezreal,Ornn,sup,yuyanjia,Yuumi,2.296.929,bot,JackeyLove,Syndra,3.882.438,mid,knight,Corki,754.952,jng,Karsa,Olaf,2.295.489,top,369,Jayce,5.316.795,sup,Crisp,Sett,1.800.288,bot,Lwx,Senna,2.624.856,mid,Doinb,Rumble,6.507.294,jng,Tian,Kindred,3.500.384,top,Khan,Wukong,4.895.585
1392262,MSC,0,28/05/2020 11:13,10.13,DAMWON Gaming,Rumble,Elise,Kalista,Wukong,Twisted Fate,0,FunPlus Phoenix,Varus,Ezreal,Zoe,Trundle,Lee Sin,sup,BeryL,Karma,1.948.101,bot,Ghost,Aphelios,5.656.329,mid,ShowMaker,Syndra,6.007.866,jng,Canyon,Olaf,2.869.801,top,Nuguri,Jayce,5.536.166,sup,Crisp,Maokai,2.464.286,bot,Lwx,Senna,2.990.778,mid,Doinb,Galio,3.809.132,jng,Tian,Graves,4.188.065,top,Khan,Camille,3.602.441
1392275,MSC,0,28/05/2020 12:18,10.13,T1,Syndra,Yuumi,Graves,Corki,Sett,0,Top Esports,Varus,Kalista,LeBlanc,Ornn,Mordekaiser,sup,Effort,Gragas,2.540.717,bot,Teddy,Yasuo,2.314.565,mid,Faker,Azir,4.908.329,jng,Cuzz,Trundle,1.619.358,top,Canna,Sylas,4.064.309,sup,yuyanjia,Braum,1.525.268,bot,JackeyLove,Ezreal,7.459.656,mid,knight,Ekko,5.532.899,jng,Karsa,Lee Sin,1.806.422,top,369,Wukong,3.897.068
1382425,MSC,0,29/05/2020 4:21,10.13,JD Gaming,Zoe,Sett,Ezreal,Thresh,Sylas,0,Gen.G,Varus,Graves,Kalista,LeBlanc,Corki,sup,LvMao,Yuumi,1.905.031,bot,LokeN,Miss Fortune,3.229.774,mid,Yagao,Twisted Fate,3.118.583,jng,Kanavi,Trundle,1.029.055,top,Zoom,Ornn,3.259.343,sup,Life,Nautilus,896.612,bot,Ruler,Aphelios,5.075.359,mid,Bdd,Azir,7.502.464,jng,Clid,Kindred,2.661.499,top,Rascal,Camille,3.454.928
1382462,MSC,0,29/05/2020 7:57,10.13,Invictus Gaming,Irelia,Karma,Thresh,Bard,Pyke,0,DRX,Kalista,Varus,Graves,Kindred,Olaf,sup,Southwind,Yuumi,1.386.228,bot,Puff,Aphelios,4.170.401,mid,Rookie,Syndra,5.602.878,jng,Ning,Lee Sin,978.931,top,TheShy,Lucian,4.082.837,sup,Keria,Senna,2.745.632,bot,Deft,Ezreal,6.249.126,mid,Chovy,Zoe,3.875.642,jng,Pyosik,Trundle,109.702,top,Doran,Wukong,3.217.369
1382479,MSC,0,29/05/2020 8:59,10.13,DRX,Azir,Nautilus,Yuumi,LeBlanc,Corki,1,Gen.G,Varus,Zoe,Trundle,Irelia,Ekko,sup,Keria,Tahm Kench,1.379.153,bot,Deft,Senna,3.861.379,mid,Chovy,Rumble,5.493.189,jng,Pyosik,Graves,4.431.977,top,Doran,Kennen,464.402,sup,Life,Sett,1.765.615,bot,Ruler,Kalista,2.005.316,mid,Bdd,Syndra,7.354.983,jng,Clid,Lee Sin,2.018.771,top,Rascal,Sylas,5.065.365
1382485,MSC,0,29/05/2020 10:09,10.13,JD Gaming,Syndra,Senna,Trundle,Zoe,Lissandra,1,Invictus Gaming,Varus,Graves,Ornn,Rek'Sai,Bard,sup,LvMao,Sett,1.765.207,bot,LokeN,Ezreal,6.241.302,mid,Yagao,LeBlanc,5.336.921,jng,Kanavi,Nidalee,5.581.977,top,Zoom,Renekton,2.153.191,sup,Southwind,Karma,1.308.886,bot,Puff,Aphelios,685.607,mid,Rookie,Azir,7.071.089,jng,Ning,Lee Sin,1.609.762,top,TheShy,Aatrox,3.142.929
1382488,MSC,0,29/05/2020 11:19,10.13,Invictus Gaming,Sett,Syndra,Wukong,Yuumi,Thresh,0,Gen.G,Varus,Kalista,Graves,LeBlanc,Akali,sup,Southwind,Braum,1.514.731,bot,Puff,Ezreal,6.911.331,mid,Rookie,Ekko,4.211.331,jng,Ning,Trundle,2.419.263,top,TheShy,Lucian,5.213.881,sup,Life,Taric,195.467,bot,Ruler,Aphelios,7.251.841,mid,Bdd,Yasuo,5.338.244,jng,Clid,Gragas,5.502.266,top,Rascal,Irelia,3.783.569
